DATE,COUNTRY_CODE,CAMPAIGN_ID,TOTAL_SPEND_EUR,NB_OF_SESSIONS,NB_OF_SIGNUPS,NB_OF_ORDERS,NB_OF_POSLITE_ITEMS_ORDERED,NB_POSLITE_ITEMS_DISPATCHED,
2022-03-05,IE,391281264,21.6158026,3,0,0,0,0,
2022-05-16,IE,391281264,85.9870914,3,1,0,0,0,
2022-03-13,IE,391281264,22.581644,6,0,0,0,0,
2022-02-09,IE,391281264,29.0296556,7,0,0,0,0,
2022-02-10,IE,391281264,19.4936722,6,0,0,0,0,
2022-02-14,GB,120204410141090698,6.2031504,1,0,0,0,0,
2022-03-19,GB,120204410141090698,50.060512,6,1,0,0,0,
2022-05-19,GB,18461205812,2107.714526,422,21,1,0,0,
2022-02-18,GB,18461205812,1332.768696,333,13,1,0,0,
2022-04-18,GB,18461205812,590.4181391,130,6,0,0,0,
2022-01-15,GB,18461205812,900.5858902,108,9,1,0,0,
2022-03-21,GB,18461205812,1578.013135,16,16,16,16,1,
2022-01-16,GB,18461205812,1180.258191,283,12,1,0,0,
2022-04-17,IE,391281264,28.6759672,8,0,0,0,0,
2022-03-10,GB,120204410141090698,42.7418828,6,0,0,0,0,
2022-05-25,IE,12250462467,399.567284,120,4,0,0,0,
2022-03-11,IE,12250462467,599.2796169,174,6,0,0,0,
2022-04-11,IE,12250462467,507.4907747,10,5,3,2,0,
2022-03-31,IE,12250462467,197.8742143,14,2,0,0,0,
2022-05-19,IE,12250462467,251.775747,68,3,0,0,0,
2022-01-27,IE,20705306061,189.81884,21,2,0,0,0,
2022-01-08,IE,20705306061,184.8533881,55,2,0,0,0,
2022-01-22,IE,20705306061,204.2152162,59,2,0,0,0,
2022-05-01,GB,20703348185,45.1768914,9,0,0,0,0,
2022-01-03,GB,20703348185,0,0,0,0,0,0,
2022-02-01,GB,20703348185,6.257564,0,0,0,0,0,
2022-01-19,GB,20703348185,76.2198502,19,1,0,0,0,
2022-04-16,ES,19678441368,7.2370088,1,0,0,0,0,
2022-04-08,ES,19678441368,6.4888218,1,0,0,0,0,
2022-03-22,ES,19678441368,5.44136,0,0,0,0,0,
2022-03-04,GB,16335200574,647.861925,39,7,1,0,0,
2022-01-19,GB,16335200574,532.7227474,123,5,0,0,0,
2022-02-19,GB,20703348185,238.6852564,36,2,0,0,0,
2022-01-25,ES,20499484310,199.7026201,16,2,0,0,0,
2022-03-07,ES,20499484310,240.3317453,14,2,0,0,0,
2022-04-28,ES,20499484310,107.062352,12,1,0,0,0,
2022-01-18,ES,20499484310,196.5769057,47,2,0,0,0,
2022-04-19,ES,20499484310,130.5665772,7,1,0,0,0,
2022-03-10,ES,20499484310,213.4936641,60,2,0,0,0,
2022-05-17,CH,21296828618,97.49466045,18,1,0,0,0,
2022-05-31,CH,21296828618,62.77702065,11,1,0,0,0,
2022-05-29,IE,12201978151,91.210797,12,1,0,0,0,
2022-03-31,IE,12201978151,69.1460822,16,1,0,0,0,
2022-02-08,IE,12201978151,437.9070494,88,4,0,0,0,
2022-03-16,IE,12201978151,90.03266366,19,1,0,0,0,
2022-03-07,IE,12201978151,70.7648868,10,1,0,0,0,
2022-02-23,IE,12201978151,68.5203258,12,1,0,0,0,
2022-01-15,IE,12201978151,70.7512834,1,1,1,1,0,
2022-01-31,GB,15846715387,105.1406786,9,1,0,0,0,
2022-04-30,GB,15846715387,130.932725,22,1,0,0,0,
2022-05-29,GB,15846715387,0,0,0,0,0,0,
2022-02-18,GB,15846715387,32.376092,3,0,0,0,0,
2022-04-22,GB,15846715387,7.5634904,0,0,0,0,0,
2022-05-16,GB,15846715387,2.8703174,0,0,0,0,0,
2022-02-27,GB,120203990416490698,0,0,0,0,0,0,
2022-02-02,GB,20589784451,141.679411,20,1,0,0,0,
2022-02-12,GB,20589784451,31.4782676,0,0,0,0,0,
2022-03-28,GB,20589784451,11.4676662,3,0,0,0,0,
2022-04-25,GB,20589784451,55.0121496,9,1,0,0,0,
2022-03-29,GB,20589784451,24.894222,1,0,0,0,0,
2022-04-12,GB,20589784451,79.0765642,2,1,1,1,0,
2022-01-30,GB,20589784451,140.319071,7,1,0,0,0,
2022-04-16,GB,20589784451,49.9108746,13,0,0,0,0,
2022-04-30,GB,20589784451,148.345077,39,2,0,0,0,
2022-03-06,GB,391019869,491.898944,49,5,1,0,0,
2022-04-22,GB,391019869,839.3569868,76,8,1,0,0,
2022-02-17,GB,391019869,276.5299138,6,3,2,1,0,
2022-05-04,GB,391019869,172.7359732,3,2,1,1,0,
2022-04-09,ES,19735056861,7.685379585,2,0,0,0,0,
2022-02-28,ES,19735056861,3.4280568,0,0,0,0,0,
2022-05-21,ES,19735056861,16.0928222,1,0,0,0,0,
2022-04-21,ES,19735056861,3.9177792,0,0,0,0,0,
2022-03-05,ES,19735056861,6.597649,1,0,0,0,0,
2022-05-09,CH,16736661269,318.3463805,19,3,1,0,0,
2022-04-26,CH,16736661269,530.4197816,27,5,1,0,0,
2022-01-09,CH,16736661269,334.9498185,40,3,0,0,0,
2022-02-28,CH,16736661269,323.9232099,87,3,0,0,0,
2022-03-22,CH,16736661269,290.9203005,23,3,0,0,0,
2022-04-04,CH,16736661269,239.3480521,2,2,2,2,0,
2022-05-23,CH,21296853803,272.0135864,14,3,1,0,0,
2022-02-19,GB,20924620040,129.0690592,28,1,0,0,0,
2022-02-11,GB,20924620040,107.7797382,32,1,0,0,0,
2022-01-15,GB,20924620040,256.5737274,62,3,0,0,0,
2022-03-01,GB,21020541104,558.3239136,95,6,0,0,0,
2022-02-27,GB,21020541104,512.1780928,154,5,0,0,0,
2022-05-12,CH,21178981397,8.3388842,3,0,0,0,0,
2022-05-17,CH,21178981397,14.555638,4,0,0,0,0,
2022-04-15,CH,21178981397,0,0,0,0,0,0,
2022-05-13,CH,391292794,95.86315844,26,1,0,0,0,
2022-04-30,CH,391292794,39.6403076,11,0,0,0,0,
2022-01-12,CH,391292794,27.7101258,8,0,0,0,0,
2022-05-23,GB,12598739708,63.65615534,4,1,0,0,0,
2022-03-23,GB,12598739708,35.61684223,5,0,0,0,0,
2022-05-09,GB,391180926,195.072756,2,2,2,2,0,
2022-04-23,GB,391180926,181.8502498,24,2,0,0,0,
2022-03-12,GB,391180926,218.0080884,35,2,0,0,0,
2022-02-14,GB,391180926,144.1280216,7,1,0,0,0,
2022-03-16,GB,391180926,181.8638546,35,2,0,0,0,
2022-01-21,GB,391180926,29.5737916,7,0,0,0,0,
2022-03-14,GB,391180926,282.5698248,28,3,0,0,0,
2022-04-24,ES,17558850680,90.43545761,12,1,0,0,0,
2022-04-13,ES,17558850680,24.4044996,1,0,0,0,0,
2022-01-26,ES,17558850680,47.7751408,4,0,0,0,0,
2022-02-07,ES,17558850680,94.17839231,26,1,0,0,0,
2022-01-30,GB,20694141337,318.2107328,80,3,0,0,0,
2022-02-07,GB,20694141337,299.9413666,6,3,2,1,0,
2022-02-05,GB,20694141337,228.7547744,2,2,2,2,0,
2022-02-15,GB,20694141337,210.9751306,36,2,0,0,0,
2022-04-28,GB,20694141337,317.163271,73,3,0,0,0,
2022-04-20,GB,21127704718,635.4919643,153,6,0,0,0,
2022-05-06,GB,120207745680800698,90.258559,13,1,0,0,0,
2022-01-28,GB,6476940146,1675.90243,201,17,1,0,0,
2022-02-26,GB,6476940146,1862.407866,540,19,1,0,0,
2022-03-20,GB,20774689177,334.235538,40,3,0,0,0,
2022-03-28,GB,20774689177,351.2942016,49,4,0,0,0,
2022-01-21,GB,20774689177,9.3047256,3,0,0,0,0,
2022-05-19,GB,120207885312850698,1089.428292,174,11,1,0,0,
2022-03-15,IE,16792023515,188.1486254,2,2,2,2,0,
2022-03-06,IE,16792023515,513.4875398,144,5,0,0,0,
2022-05-13,IE,16792023515,388.989223,89,4,0,0,0,
2022-05-10,IE,16792023515,228.5915336,43,2,0,0,0,
2022-05-04,IE,16792023515,87.1569838,1,1,1,1,0,
2022-03-10,IE,16792023515,353.6339864,81,4,0,0,0,
2022-02-12,IE,16792023515,245.4869564,37,2,0,0,0,
2022-02-23,CH,391292795,47.2854184,9,0,0,0,0,
2022-03-06,CH,391292795,12.4335076,1,0,0,0,0,
2022-03-28,CH,391292795,0,0,0,0,0,0,
2022-03-29,CH,391292795,13.9026748,2,0,0,0,0,
2022-02-28,CH,391292795,14.5012244,1,0,0,0,0,
2022-03-11,IE,16792023515,397.8586398,4,4,4,4,2,
2022-04-21,CH,21209555471,139.3804364,13,1,0,0,0,
2022-02-09,GB,21005578238,1.1970992,0,0,0,0,0,
2022-03-21,ES,17300002700,36.04311021,11,0,0,0,0,
2022-01-26,ES,17300002700,5.373343,1,0,0,0,0,
2022-02-26,ES,17300002700,13.2225048,1,0,0,0,0,
2022-05-26,GB,21198365745,145.012244,20,1,0,0,0,
2022-04-20,GB,21198365745,134.605643,16,1,0,0,0,
2022-01-20,IE,20705306061,206.0114009,16,2,0,0,0,
2022-01-23,IE,20705306061,176.7237256,42,2,1,1,1,
2022-05-10,GB,16335307917,134.6328498,3,2,1,1,0,
2022-05-22,CH,13125904745,308.4434916,49,3,0,0,0,
2022-04-28,CH,13125904745,317.8978546,6,3,2,1,0,
2022-02-14,CH,13125904745,499.5440548,35,5,1,0,0,
2022-05-17,CH,13125904745,233.0670522,7,2,1,0,0,
2022-05-14,CH,13125904745,300.771174,27,3,0,0,0,
2022-05-24,CH,21151146713,41.55740619,1,0,0,0,0,
2022-04-21,CH,21151146713,89.78982529,21,1,0,0,0,
2022-05-21,ES,21250221815,248.300481,70,3,0,0,0,
2022-04-16,GB,120203990006170698,132.8916146,4,1,0,0,0,
2022-03-18,GB,120203990006170698,686.3867538,124,7,0,0,0,
2022-02-20,GB,120203990006170698,133.9662818,19,1,0,0,0,
2022-02-02,GB,120203990006170698,362.4353835,98,4,0,0,0,
2022-05-22,GB,120207743682210698,0,0,0,0,0,0,
2022-05-06,GB,120207743682210698,531.9201495,16,5,2,1,0,
2022-04-19,IE,21018817119,21.16396567,3,0,0,0,0,
2022-05-09,ES,21250282073,159.0781596,11,2,0,0,0,
2022-03-21,CH,16820221869,118.2679596,8,1,0,0,0,
2022-01-16,CH,16820221869,68.8907491,20,1,0,0,0,
2022-05-27,CH,16820221869,75.6893176,17,1,0,0,0,
2022-03-10,CH,16820221869,54.2639626,4,1,0,0,0,
2022-04-08,CH,16820221869,83.04073644,2,1,0,0,0,
2022-05-03,CH,16820221869,82.368587,22,1,0,0,0,
2022-03-07,GB,20475519552,199.0494815,14,2,0,0,0,
2022-01-30,GB,20475519552,206.3024443,45,2,0,0,0,
2022-02-12,IE,391281264,36.47071404,0,0,0,0,0,
2022-05-12,IE,391281264,34.0085,3,0,0,0,0,
2022-02-25,GB,120204410141090698,17.80684924,4,0,0,0,0,
2022-02-12,GB,120204410141090698,6.0807198,0,0,0,0,0,
2022-02-21,GB,120204410141090698,38.10312204,5,0,0,0,0,
2022-02-20,GB,,31.8047492,9,0,0,0,0,
2022-03-07,GB,18461205812,1918.482345,115,19,3,1,0,
2022-01-19,IE,12250462467,247.3696574,35,3,0,0,0,
2022-02-07,IE,12250462467,336.67176,94,3,0,0,0,
2022-03-30,IE,12250462467,275.620381,41,3,0,0,0,
2022-05-31,ES,21326414110,223.231794,49,2,0,0,0,
2022-03-20,GB,20703348185,74.2337538,6,1,0,0,0,
2022-04-19,GB,20703348185,3.7273316,0,0,0,0,0,
2022-05-07,GB,20703348185,38.5248288,5,0,0,0,0,
2022-01-12,GB,20703348185,8.6109522,0,0,0,0,0,
2022-03-10,ES,19678441368,1.836459,0,0,0,0,0,
2022-01-23,ES,19678441368,1.6052012,0,0,0,0,0,
2022-04-06,ES,19678441368,5.44136,1,0,0,0,0,
2022-02-17,ES,19678441368,0.68017,0,0,0,0,0,
2022-05-11,ES,19678441368,4.013003,1,0,0,0,0,
2022-05-27,ES,19678441368,4.5027254,1,0,0,0,0,
2022-03-28,ES,19678441368,3.944986,1,0,0,0,0,
2022-01-17,ES,19678441368,0,0,0,0,0,0,
2022-04-14,ES,19678441368,0,0,0,0,0,0,
2022-01-24,GB,16335200574,606.1266938,36,6,1,0,0,
2022-03-06,GB,16335200574,533.2668834,112,5,0,0,0,
2022-02-06,GB,16335200574,1119.546217,269,11,0,0,0,
2022-01-15,GB,16335200574,627.456825,13,7,4,2,0,
2022-04-14,GB,16335200574,718.1370894,93,7,1,0,0,
2022-05-21,GB,16335200574,1320.373211,317,13,1,0,0,
2022-01-31,GB,16335200574,778.6450126,39,8,2,0,0,
2022-03-05,ES,20499484310,245.6076662,64,2,0,0,0,
2022-02-01,ES,20499484310,278.5688826,53,3,0,0,0,
2022-02-26,ES,20499484310,207.2672247,17,2,0,0,0,
2022-02-28,ES,20499484310,186.0196049,39,2,0,0,0,
2022-02-18,ES,20499484310,287.6392692,32,3,0,0,0,
2022-03-15,ES,20499484310,173.0263419,47,2,0,0,0,
2022-01-20,ES,20499484310,195.2527752,41,2,0,0,0,
2022-04-17,ES,20499484310,132.7721904,17,1,0,0,0,
2022-05-24,ES,20499484310,51.76053162,14,1,0,0,0,
2022-03-11,IE,12201978151,79.7023206,13,1,0,0,0,
2022-04-26,IE,12201978151,51.9513846,8,1,0,0,0,
2022-03-19,IE,12201978151,98.21843479,1,1,1,1,0,
2022-04-28,IE,12201978151,34.484619,5,0,0,0,0,
2022-02-17,IE,12201978151,50.8631126,5,1,0,0,0,
2022-02-28,GB,20589784451,196.8684048,30,2,0,0,0,
2022-01-23,GB,20589784451,270.4627988,54,3,0,0,0,
2022-04-10,GB,20589784451,44.6599622,13,0,0,0,0,
2022-05-26,GB,391019869,236.2638512,61,2,0,0,0,
2022-02-18,GB,391019869,307.096755,52,3,0,0,0,
2022-03-11,GB,391019869,494.5924131,129,5,0,0,0,
2022-05-16,,,1035.586032,21,11,6,3,0,
2022-01-01,GB,391019869,139.8157438,1,1,1,1,0,
2022-05-06,GB,21082539491,297.0230877,30,3,0,0,0,
2022-04-18,GB,21082539491,1314.234044,394,13,0,0,0,
2022-01-02,GB,15846715387,39.313826,7,0,0,0,0,
2022-03-10,GB,15846715387,0,0,0,0,0,0,
2022-01-18,GB,15846715387,86.0959186,12,1,0,0,0,
2022-01-10,GB,15846715387,28.3358822,4,0,0,0,0,
2022-04-24,GB,15846715387,17.3035248,2,0,0,0,0,
2022-01-21,GB,15846715387,52.2914696,8,1,0,0,0,
2022-05-11,CH,120211150575530066,352.4640954,95,4,0,0,0,
2022-05-18,IE,120211151098440066,541.5513486,97,5,0,0,0,
2022-01-31,GB,23857036571440697,267.0891556,53,3,0,0,0,
2022-02-04,ES,19735056861,3.944986,1,0,0,0,0,
2022-03-12,ES,19735056861,8.1824451,1,0,0,0,0,
2022-03-15,ES,19735056861,7.3730428,2,0,0,0,0,
2022-04-01,ES,19735056861,6.4072014,1,0,0,0,0,
2022-04-12,ES,19735056861,9.5359834,0,0,0,0,0,
2022-02-18,ES,19735056861,4.149037,0,0,0,0,0,
2022-03-24,ES,19735056861,4.2442608,1,0,0,0,0,
2022-02-13,CH,16736661269,179.1537948,43,2,0,0,0,
2022-03-30,CH,16736661269,136.6004252,33,1,0,0,0,
2022-02-12,CH,16736661269,142.4798187,10,1,0,0,0,
2022-01-28,CH,16736661269,133.1258339,28,1,0,0,0,
2022-03-25,CH,16736661269,270.0719364,35,3,0,0,0,
2022-04-12,CH,21178981397,64.8338044,6,1,0,0,0,
2022-05-19,CH,21178981397,5.373343,1,0,0,0,0,
2022-03-10,CH,391292794,28.9480352,3,0,0,0,0,
2022-02-12,CH,391292794,33.79084424,0,0,0,0,0,
2022-05-24,GB,12598739708,57.69331444,2,1,0,0,0,
2022-04-22,GB,391180926,180.3538772,27,2,0,0,0,
2022-03-20,GB,391180926,284.583128,34,3,0,0,0,
2022-04-04,GB,391180926,244.8884054,47,2,0,0,0,
2022-01-10,GB,391180926,70.669663,1,1,1,1,1,
2022-01-28,GB,391180926,64.5753398,1,1,1,1,0,
2022-04-16,ES,17558850680,39.8851688,4,0,0,0,0,
2022-02-21,ES,17558850680,104.6509562,19,1,0,0,0,
2022-03-31,GB,20694141337,87.1161736,23,1,0,0,0,
2022-05-18,GB,20694141337,207.3566262,23,2,0,0,0,
2022-04-18,GB,20694141337,238.5492224,33,2,0,0,0,
2022-04-11,GB,21127704718,565.0036156,119,6,0,0,0,
2022-03-26,GB,21127704718,922.3016982,9,9,9,9,5,
2022-04-04,GB,21127704718,724.6588437,94,7,1,0,0,
2022-03-07,GB,21079888492,1058.264909,233,11,1,0,0,
2022-05-09,GB,120207745680800698,105.7664364,11,1,0,0,0,
2022-05-08,unknown,120207745680800698,105.3719364,23,1,0,0,0,
2022-03-10,GB,6476940146,1364.302194,123,14,2,0,0,
2022-01-09,GB,6476940146,1322.882888,265,13,1,0,0,
2022-01-01,GB,6476940146,145.9552249,31,1,1,1,1,
2022-03-29,GB,20774689177,191.7807332,6,2,1,0,0,
2022-05-12,GB,20774689177,426.2761424,119,4,0,0,0,
2022-04-26,GB,20774689177,80.0151988,6,1,0,0,0,
2022-04-27,GB,20774689177,81.9060714,16,1,0,0,0,
2022-02-04,GB,20774689177,23.3842446,4,0,0,0,0,
2022-05-16,GB,120207888497020698,1056.249592,306,11,0,0,0,
2022-05-13,CH,13125904745,254.655648,71,3,0,0,0,
2022-05-28,CH,13125904745,326.0871014,59,3,0,0,0,
2022-02-09,CH,13125904745,742.5007788,171,7,0,0,0,
2022-03-05,CH,13125904745,408.1836204,45,4,0,0,0,
2022-03-15,CH,13125904745,439.8115254,110,4,0,0,0,
2022-05-11,CH,21151146713,88.92200046,20,1,0,0,0,
2022-05-13,CH,21151146713,82.3056808,25,1,0,0,0,
2022-02-06,IE,16792023515,226.4421964,66,2,0,0,0,
2022-04-07,IE,16792023515,287.7391168,37,3,0,0,0,
2022-01-26,IE,16792023515,198.8000876,34,2,0,0,0,
2022-04-24,IE,16792023515,279.3594224,73,3,0,0,0,
2022-03-05,IE,16792023515,353.4571422,42,4,0,0,0,
2022-04-27,IE,16792023515,169.6616048,36,2,0,0,0,
2022-03-03,IE,16792023515,117.1524808,32,1,0,0,0,
2022-05-31,CH,391292795,0,0,0,0,0,0,
2022-04-29,CH,21209555471,119.6766556,19,1,0,0,0,
2022-05-09,ES,21250221815,721.3610952,216,7,0,0,0,
2022-04-11,GB,20475519552,210.4713627,32,2,0,0,0,
2022-02-17,GB,20475519552,246.4800046,20,3,0,0,0,
2022-05-17,GB,20475519552,425.7613585,68,4,0,0,0,
2022-02-13,GB,20475519552,367.3326102,22,4,1,0,0,
2022-03-02,GB,20475519552,201.4150012,50,2,0,0,0,
2022-02-19,GB,20475519552,214.0290939,36,2,0,0,0,
2022-02-26,GB,20475519552,163.3224204,20,2,0,0,0,
2022-05-05,GB,20475519552,277.1205789,47,3,0,0,0,
2022-05-21,IE,391281264,138.7954902,12,1,0,0,0,
2022-03-08,IE,391281264,19.8065504,1,0,0,0,0,
2022-03-12,IE,391281264,41.51757544,3,0,0,0,0,
2022-03-07,GB,120204410141090698,63.74553104,2,1,0,0,0,
2022-03-23,GB,120204410141090698,22.93533104,4,0,0,0,0,
2022-03-20,GB,120204410141090698,39.80354568,8,0,0,0,0,
2022-04-15,GB,18461205812,639.291783,179,6,0,0,0,
2022-03-18,GB,18461205812,1833.771066,532,18,1,0,0,
2022-03-23,GB,18461205812,1573.159987,440,16,1,0,0,
2022-01-13,GB,18461205812,1157.254841,266,12,1,0,0,
2022-04-08,IE,391281264,18.26936484,1,0,0,0,0,
2022-05-23,GB,18461205812,1300.321799,377,13,0,0,0,
2022-01-11,GB,18461205812,1057.0658,85,11,1,0,0,
2022-02-04,GB,18461205812,789.2420612,8,8,8,8,1,
2022-04-21,IE,21182413864,45.775441,13,0,0,0,0,
2022-05-08,IE,21182413864,81.144281,17,1,0,0,0,
2022-05-21,IE,21182413864,56.1412318,14,1,0,0,0,
2022-05-27,IE,21182413864,119.8323506,35,1,0,0,0,
2022-05-06,IE,21182413864,16.1472358,5,0,0,0,0,
2022-02-21,IE,12250462467,897.2503542,206,9,0,0,0,
2022-01-20,IE,12250462467,209.4919356,57,2,0,0,0,
2022-02-14,IE,12250462467,349.0653022,87,3,0,0,0,
2022-01-20,GB,20703348185,5.9990994,1,0,0,0,0,
2022-03-08,GB,20703348185,43.938982,5,0,0,0,0,
2022-04-23,GB,20703348185,58.358586,4,1,0,0,0,
2022-04-04,GB,20703348185,82.30057,11,1,0,0,0,
2022-04-28,GB,20703348185,0,0,0,0,0,0,
2022-03-19,GB,20703348185,26.6354572,3,0,0,0,0,
2022-05-23,ES,19678441368,7.690138054,2,0,0,0,0,
2022-03-24,ES,19678441368,2.9111276,0,0,0,0,0,
2022-01-12,ES,19678441368,0,0,0,0,0,0,
2022-03-21,ES,19678441368,4.149037,0,0,0,0,0,
2022-05-22,GB,16335200574,1372.229372,357,14,1,0,0,
2022-02-08,GB,16335200574,1121.858795,213,11,1,0,0,
2022-02-26,GB,21005578238,0,0,0,0,0,0,
2022-03-10,ES,17300002700,11.698924,2,0,0,0,0,
2022-01-15,ES,17300002700,5.3461362,0,0,0,0,0,
2022-04-08,ES,17300002700,20.2554626,5,0,0,0,0,
2022-04-15,ES,17300002700,26.3089756,2,0,0,0,0,
2022-01-28,ES,17300002700,2.6118528,1,0,0,0,0,
2022-02-14,IE,20705306061,216.7864147,2,2,2,2,0,
2022-05-26,ES,120211151482640066,374.039085,64,4,0,0,0,
2022-05-25,GB,16335307917,51.3392316,3,1,0,0,0,
2022-01-19,GB,16335307917,141.815445,41,1,0,0,0,
2022-02-13,GB,16335307917,57.2431072,16,1,0,0,0,
2022-05-16,ES,21250282073,132.4427024,17,1,0,0,0,
2022-02-04,CH,16820221869,26.1321314,1,0,0,0,0,
2022-04-03,CH,16820221869,75.36764344,13,1,0,0,0,
2022-04-04,CH,16820221869,32.32160494,4,0,0,0,0,
2022-04-20,CH,16820221869,23.3026242,5,0,0,0,0,
2022-03-12,CH,16820221869,53.2165008,1,1,1,1,0,
2022-01-13,CH,16820221869,60.6847674,7,1,0,0,0,
2022-05-13,IE,21018817119,40.1469227,5,0,0,0,0,
2022-04-18,IE,21018817119,45.78308067,3,1,0,0,0,
2022-04-23,IE,21018817119,8.916012526,0,0,0,0,0,
2022-02-04,ES,20499484310,275.9984589,69,3,0,0,0,
2022-02-14,ES,20499484310,148.6310137,12,2,0,0,0,
2022-05-09,ES,20499484310,44.11006924,2,0,0,0,0,
2022-05-09,IE,12201978151,120.2948662,10,1,0,0,0,
2022-01-14,IE,12201978151,57.9368806,8,1,0,0,0,
2022-05-15,IE,12201978151,47.80495401,4,1,0,0,0,
2022-01-05,IE,12201978151,65.500371,1,1,1,1,0,
2022-05-05,IE,12201978151,30.539633,1,0,0,0,0,
2022-05-22,IE,12201978151,58.3313792,1,1,1,1,0,
2022-04-29,GB,21082539491,1228.109308,332,12,0,0,0,
2022-04-23,GB,21082539491,1316.802967,105,13,2,0,0,
2022-04-07,GB,15846715387,58.3857928,18,1,0,0,0,
2022-01-30,GB,15846715387,182.3127668,38,2,0,0,0,
2022-05-23,CH,,338.1125056,74,3,0,0,0,
2022-05-26,CH,120211150575530066,382.8812964,65,4,0,0,0,
2022-05-29,CH,120211150575530066,0,0,0,0,0,0,
2022-02-06,GB,120203990416490698,402.8918964,48,4,0,0,0,
2022-02-20,GB,120203990416490698,133.8574546,16,1,0,0,0,
2022-02-01,GB,120203990416490698,285.5897796,3,3,3,3,0,
2022-05-05,GB,20589784451,18.6910716,4,0,0,0,0,
2022-03-11,GB,20589784451,146.3861874,1,1,1,1,0,
2022-03-19,GB,20589784451,29.4377576,7,0,0,0,0,
2022-04-14,GB,20589784451,60.943232,7,1,0,0,0,
2022-02-10,GB,391019869,269.1160622,70,3,0,0,0,
2022-05-18,GB,391019869,345.866445,97,3,0,0,0,
2022-03-19,GB,391019869,708.3018312,35,7,1,0,0,
2022-04-04,GB,391019869,1050.726615,95,11,1,0,0,
2022-03-28,GB,391019869,1004.543072,100,10,1,0,0,
2022-05-22,GB,20589784451,42.0481094,8,0,0,0,0,
2022-02-28,GB,20924620040,447.347809,40,4,0,0,0,
2022-02-23,GB,20924620040,26.0233042,0,0,0,0,0,
2022-01-21,GB,20924620040,303.0973554,39,3,0,0,0,
2022-04-15,ES,19735056861,6.8561136,0,0,0,0,0,
2022-05-02,ES,19735056861,15.25285986,2,0,0,0,0,
2022-03-28,ES,19735056861,11.98013485,3,0,0,0,0,
2022-02-11,ES,19735056861,1.2651162,0,0,0,0,0,
2022-01-06,ES,19735056861,1.8840709,0,0,0,0,0,
2022-05-03,CH,16736661269,595.9118042,173,6,0,0,0,
2022-01-03,CH,16736661269,182.9891877,16,2,0,0,0,
2022-02-28,CH,16736661269,351.9769957,7,4,2,1,0,
2022-03-07,CH,16736661269,215.6540717,65,2,0,0,0,
2022-04-06,CH,16736661269,67.75804704,8,1,0,0,0,
2022-04-14,ES,17558850680,18.1469356,1,0,1,1,1,
2022-05-20,ES,17558850680,20.6034743,4,0,0,0,0,
2022-03-20,ES,,81.8788646,2,1,0,0,0,
2022-01-19,GB,20694141337,258.3557728,39,3,0,0,0,
2022-02-02,GB,20694141337,219.4772556,48,2,0,0,0,
2022-05-27,GB,20694141337,147.5560798,16,1,0,0,0,
2022-01-28,,20694141337,189.1688804,19,2,0,0,0,
2022-03-08,GB,21020541104,635.7084366,159,6,0,0,0,
2022-03-21,GB,21020541104,686.6054121,144,7,0,0,0,
2022-03-23,GB,21020541104,601.625258,126,6,0,0,0,
2022-05-28,CH,21178981397,18.3917968,3,0,0,0,0,
2022-05-26,CH,21178981397,10.9235302,3,0,0,0,0,
2022-04-09,CH,391292794,41.9936958,3,1,0,0,0,
2022-01-19,CH,391292794,32.0768172,9,0,0,0,0,
2022-02-28,CH,391292794,78.80449348,3,1,0,0,0,
2022-02-10,CH,391292794,38.5112254,7,0,0,0,0,
2022-02-16,CH,391292794,74.2337538,16,1,0,0,0,
2022-03-07,CH,391292794,57.8280534,12,1,0,0,0,
2022-01-10,CH,391292794,13.9842952,1,0,0,0,0,
2022-05-01,CH,391292794,35.76333724,3,0,0,0,0,
2022-02-10,CH,20991759296,98.420599,1,1,1,1,0,
2022-01-25,GB,391180926,141.4481532,11,1,0,0,0,
2022-05-14,GB,391180926,408.7549632,53,4,0,0,0,
2022-04-02,GB,391180926,309.0284378,74,3,0,0,0,
2022-04-05,GB,391180926,238.875704,24,2,0,0,0,
2022-01-14,GB,391180926,27.08436804,5,0,0,0,0,
2022-01-26,GB,391180926,135.7211204,41,1,0,0,0,
2022-03-15,GB,12598739708,142.416703,4,1,0,0,0,
2022-05-03,GB,12598739708,47.91651822,6,0,0,0,0,
2022-02-16,GB,12598739708,119.7538032,11,1,0,0,0,
2022-02-23,GB,12598739708,127.2220317,28,1,0,0,0,
2022-05-11,GB,12598739708,42.44319839,7,0,0,0,0,
2022-03-19,GB,12598739708,175.3502379,30,2,0,0,0,
2022-04-30,IE,12201978151,84.7627854,19,1,0,0,0,
2022-01-17,IE,12201978151,165.6349984,28,2,0,0,0,
2022-05-31,IE,12201978151,58.4538098,1,1,1,1,0,
2022-04-22,IE,12201978151,75.49887,11,1,0,0,0,
2022-04-01,IE,12201978151,40.402098,1,0,0,0,0,
2022-05-23,IE,12201978151,46.727679,12,0,0,0,0,
2022-01-22,IE,12201978151,57.5004604,10,1,0,0,0,
2022-01-18,IE,12201978151,112.5953418,18,1,0,0,0,
2022-03-30,GB,12598739708,62.04864973,19,1,0,0,0,
2022-04-03,GB,12598739708,150.2348287,29,2,0,0,0,
2022-02-10,ES,19735056861,2.8295072,0,0,0,0,0,
2022-03-19,ES,19735056861,5.373343,2,0,0,0,0,
2022-05-22,ES,19735056861,13.02255114,1,0,0,0,0,
